image_path,target,first_action,final_action,prediction,exact,edit_distance,baseline_exact,fixed,broken,policy_a_action,policy_b_action,policy_a_prediction,policy_b_prediction,prediction_agreement_change,source,input_transform,crop_width,crop_height,crop_size_bucket
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000311_general_005032.jpg,56P16734,baseline,baseline,56P16734,True,0,True,False,False,baseline,baseline,56P16734,56P16734,False,yolo_plate_dataset,crop_source_bounding_box,90,83,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000312_general_015264.jpg,59X86135,baseline,baseline,55X86135,False,1,False,False,False,baseline,baseline,55X86135,55X86135,False,archive_plate_crops_from_coords,existing_plate_crop,93,75,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000313_general_004942.jpg,60C67806,baseline,baseline,60C67806,True,0,True,False,False,baseline,baseline,60C67806,60C67806,False,cropped,existing_plate_crop,65,41,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000314_general_009364.jpg,30A60152,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60160152,False,2,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,60160152,60160152,True,cropped,existing_plate_crop,45,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000315_general_013581.jpg,60F443261,baseline,baseline,60F443261,True,0,True,False,False,baseline,baseline,60F443261,60F443261,False,cropped,existing_plate_crop,51,46,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000316_general_002133.jpg,51F0694B,baseline,baseline,51F06948,False,1,False,False,False,baseline,baseline,51F06948,51F06948,False,yolo_plate_dataset,crop_source_bounding_box,100,22,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000317_general_002219.jpg,65F39232,baseline,baseline,65F39232,True,0,True,False,False,baseline,baseline,65F39232,65F39232,False,yolo_plate_dataset,crop_source_bounding_box,148,104,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000318_general_006956.jpg,60Z29890,baseline,baseline,60U29890,False,1,False,False,False,baseline,baseline,60U29890,60U29890,False,archive_plate_crops_from_coords,existing_plate_crop,86,79,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000319_general_001631.jpg,53288556,baseline,baseline,53R8556,False,2,False,False,False,baseline,full_z0.93_up3_clahe_clip1_tile4,53R8556,53R88556,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000320_general_003547.jpg,69F70310,baseline,baseline,69F70310,True,0,True,False,False,baseline,baseline,69F70310,69F70310,False,yolo_plate_dataset,crop_source_bounding_box,139,101,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000321_general_005775.jpg,54D25965,baseline,baseline,54U25965,False,1,False,False,False,baseline,baseline,54U25965,54U25965,False,archive_plate_crops_from_coords,existing_plate_crop,87,79,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000322_general_008944.jpg,59D206428,baseline,baseline,59D206428,True,0,True,False,False,baseline,baseline,59D206428,59D206428,False,yolo_plate_dataset,crop_source_bounding_box,43,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000323_general_001435.jpg,59B13968,baseline,baseline,59B133968,False,1,False,False,False,baseline,baseline,59B133968,59B133968,False,yolo_plate_dataset,crop_source_bounding_box,48,49,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000324_general_009465.jpg,50Z70139,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,49H590100662L,False,10,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,49H590100662L,49H590100662L,True,archive_plate_crops_from_coords,existing_plate_crop,35,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000325_general_002770.jpg,59F118814,baseline,baseline,59F118814,True,0,True,False,False,baseline,baseline,59F118814,59F118814,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000326_general_015345.jpg,60A46201,baseline,baseline,60A46201,True,0,True,False,False,baseline,baseline,60A46201,60A46201,False,cropped,existing_plate_crop,70,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000327_general_002724.jpg,53X74327,baseline,baseline,53X74327,True,0,True,False,False,full_z1.15_up2_train_baseline,baseline,53X74327,53X74327,False,archive_plate_crops_from_coords,existing_plate_crop,80,92,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000328_general_000959.jpg,67L106669,baseline,baseline,67L106669,True,0,True,False,False,baseline,baseline,67L106669,67L106669,False,yolo_plate_dataset,crop_source_bounding_box,87,78,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000329_general_006428.jpg,69717404,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,20122011,False,7,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,20122011,20122011,True,archive_plate_crops_from_coords,existing_plate_crop,239,138,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000330_general_015993.jpg,78AC61227,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,76AC01233,False,4,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,76AC01233,76AC01233,True,archive_plate_crops_from_coords,existing_plate_crop,31,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000331_general_010947.jpg,68T106653,baseline,baseline,68T106653,True,0,True,False,False,baseline,baseline,68T106653,68T106653,False,yolo_plate_dataset,crop_source_bounding_box,156,115,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000332_general_003329.jpg,50E06032,baseline,baseline,50E06032,True,0,True,False,False,baseline,baseline,50E06032,50E06032,False,cropped,existing_plate_crop,37,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000333_general_007044.jpg,29A85437,baseline,baseline,29A85437,True,0,True,False,False,baseline,baseline,29A85437,29A85437,False,cropped,existing_plate_crop,160,79,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000334_general_008913.jpg,30G32245,baseline,baseline,30F32245,False,1,False,False,False,baseline,baseline,30F32245,30F32245,False,archive_plate_crops_from_coords,existing_plate_crop,198,89,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000335_general_001753.jpg,51G2148,baseline,baseline,51G21748,False,1,False,False,False,baseline,baseline,51G21748,51G21748,False,yolo_plate_dataset,crop_source_bounding_box,126,68,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000336_general_003955.jpg,51L74255,baseline,baseline,51L74255,True,0,True,False,False,baseline,baseline,51L74255,51L74255,False,cropped,existing_plate_crop,74,65,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000337_general_011232.jpg,70G172272,baseline,baseline,70G170672,False,2,False,False,False,baseline,baseline,70G170672,70G170672,False,archive_plate_crops_from_coords,existing_plate_crop,57,32,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000338_general_017021.jpg,51C99390,baseline,baseline,51C99390,True,0,True,False,False,baseline,baseline,51C99390,51C99390,False,archive_plate_crops_from_coords,existing_plate_crop,75,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000339_general_009745.jpg,51D126651,baseline,baseline,59X126685,False,4,False,False,False,full_z1.15_up2_train_baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,59X126685,59X126685,False,archive_plate_crops_from_coords,existing_plate_crop,48,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000340_general_007011.jpg,1F20754,baseline,baseline,51F20754,False,1,False,False,False,baseline,baseline,51F20754,51F20754,False,yolo_plate_dataset,crop_source_bounding_box,53,17,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000341_general_007608.jpg,59X174414,baseline,baseline,59X174144,False,2,False,False,False,baseline,baseline,59X174144,59X174144,False,archive_plate_crops_from_coords,existing_plate_crop,58,46,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000342_general_007448.jpg,59X165856,baseline,baseline,59X165856,True,0,True,False,False,baseline,baseline,59X165856,59X165856,False,archive_plate_crops_from_coords,existing_plate_crop,123,74,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000343_general_004137.jpg,30E10328,baseline,baseline,30E13028,False,2,False,False,False,baseline,baseline,30E13028,30E13028,False,archive_plate_crops_from_coords,existing_plate_crop,206,47,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000344_general_004602.jpg,60B02438,baseline,baseline,60902438,False,1,False,False,False,full_z1.15_up2_train_baseline,baseline,60902438,60902438,False,cropped,existing_plate_crop,38,21,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000345_general_011122.jpg,650A35981,baseline,baseline,60A35981,False,1,False,False,False,baseline,baseline,60A35981,60A35981,False,yolo_plate_dataset,crop_source_bounding_box,86,17,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000346_general_005294.jpg,59P327575,baseline,baseline,59P327575,True,0,True,False,False,baseline,baseline,59P327575,59P327575,False,cropped,existing_plate_crop,41,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000347_general_011108.jpg,851S5378,baseline,baseline,85S15378,False,2,False,False,False,baseline,baseline,85S15378,85S15378,False,archive_plate_crops_from_coords,existing_plate_crop,69,61,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000348_general_016324.jpg,79A02699,baseline,baseline,79A02699,True,0,True,False,False,baseline,baseline,79A02699,79A02699,False,cropped,existing_plate_crop,84,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000349_general_007988.jpg,30G0426,baseline,baseline,30S0426,False,1,False,False,False,baseline,baseline,30S0426,30S0426,False,archive_plate_crops_from_coords,existing_plate_crop,120,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000350_general_010487.jpg,1F2722561,baseline,baseline,51F22261,False,3,False,False,False,baseline,baseline,51F22261,51F22261,False,yolo_plate_dataset,crop_source_bounding_box,60,14,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000351_general_004836.jpg,16D26315,baseline,baseline,16M26315,False,1,False,False,False,baseline,baseline,16M26315,16M26315,False,archive_plate_crops_from_coords,existing_plate_crop,92,80,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000352_general_004237.jpg,51K05142,baseline,baseline,51K05772,False,2,False,False,False,baseline,baseline,51K05772,51K05772,False,archive_plate_crops_from_coords,existing_plate_crop,134,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000353_general_006389.jpg,51D57487,baseline,baseline,51D57487,True,0,True,False,False,baseline,baseline,51D57487,51D57487,False,archive_plate_crops_from_coords,existing_plate_crop,54,37,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000354_general_001533.jpg,30A71446,baseline,baseline,30A71446,True,0,True,False,False,baseline,baseline,30A71446,30A71446,False,cropped,existing_plate_crop,54,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000355_general_001134.jpg,51K31463,baseline,baseline,51K31463,True,0,True,False,False,baseline,baseline,51K31463,51K31463,False,cropped,existing_plate_crop,34,28,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000356_general_004496.jpg,60C68461,baseline,baseline,60C68461,True,0,True,False,False,baseline,baseline,60C68461,60C68461,False,cropped,existing_plate_crop,50,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000357_general_015756.jpg,59Z120681,baseline,baseline,59Z120681,True,0,True,False,False,full_z1.15_up2_train_baseline,baseline,59Z120681,59Z120681,False,archive_plate_crops_from_coords,existing_plate_crop,84,71,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000358_general_015810.jpg,60F118748,baseline,baseline,60F118748,True,0,True,False,False,baseline,baseline,60F118748,60F118748,False,cropped,existing_plate_crop,40,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000359_general_006120.jpg,60A40261,baseline,baseline,60A40261,True,0,True,False,False,baseline,baseline,60A40261,60A40261,False,cropped,existing_plate_crop,68,21,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000360_general_012526.jpg,59G115255,baseline,baseline,59G115255,True,0,True,False,False,baseline,baseline,59G115255,59G115255,False,archive_plate_crops_from_coords,existing_plate_crop,90,79,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000361_general_002395.jpg,59B135199,baseline,baseline,59B135199,True,0,True,False,False,baseline,baseline,59B135199,59B135199,False,yolo_plate_dataset,crop_source_bounding_box,61,51,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000362_general_002427.jpg,614151A9,baseline,baseline,51A96141,False,6,False,False,False,baseline,baseline,51A96141,51A96141,False,yolo_plate_dataset,crop_source_bounding_box,113,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000363_general_005924.jpg,50LD17638,baseline,baseline,50LD17638,True,0,True,False,False,baseline,baseline,50LD17638,50LD17638,False,cropped,existing_plate_crop,72,19,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000364_general_000852.jpg,59X265176,baseline,baseline,59X265176,True,0,True,False,False,baseline,baseline,59X265176,59X265176,False,yolo_plate_dataset,crop_source_bounding_box,87,68,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000365_general_013305.jpg,65X31313,baseline,baseline,65X31313,True,0,True,False,False,baseline,baseline,65X31313,65X31313,False,yolo_plate_dataset,crop_source_bounding_box,139,95,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000366_general_001099.jpg,59T192270,baseline,baseline,59T192270,True,0,True,False,False,full_z1.15_up2_train_baseline,baseline,59T192270,59T192270,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000367_general_002985.jpg,60C361271,baseline,baseline,60F361271,False,1,False,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,60F361271,60F361271,False,archive_plate_crops_from_coords,existing_plate_crop,37,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000368_general_004008.jpg,59H143986,baseline,baseline,59H143986,True,0,True,False,False,baseline,baseline,59H143986,59H143986,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000369_general_008583.jpg,55X86970,baseline,baseline,55X86970,True,0,True,False,False,baseline,baseline,55X86970,55X86970,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000370_general_002488.jpg,59V176654,baseline,baseline,59N176654,False,1,False,False,False,baseline,baseline,59N176654,59N176654,False,archive_plate_crops_from_coords,existing_plate_crop,86,75,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000371_general_006709.jpg,65N15245,baseline,baseline,65N15245,True,0,True,False,False,baseline,baseline,65N15245,65N15245,False,yolo_plate_dataset,crop_source_bounding_box,253,206,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000372_general_009487.jpg,60X197069,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,66V407060,False,5,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,66V407060,66V407060,True,archive_plate_crops_from_coords,existing_plate_crop,27,22,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000373_general_004819.jpg,43E02040,baseline,baseline,43E02040,True,0,True,False,False,baseline,baseline,43E02040,43E02040,False,cropped,existing_plate_crop,47,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000374_general_007489.jpg,47A46347,baseline,baseline,47A43647,False,2,False,False,False,baseline,baseline,47A43647,47A43647,False,archive_plate_crops_from_coords,existing_plate_crop,119,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000375_general_013640.jpg,59NZ43756,baseline,baseline,59N243756,False,1,False,False,False,baseline,baseline,59N243756,59N243756,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000376_general_014321.jpg,94B808770,baseline,baseline,94AB08770,False,2,False,False,False,baseline,baseline,94AB08770,94AB08770,False,archive_plate_crops_from_coords,existing_plate_crop,157,117,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000377_general_007937.jpg,29A70408,baseline,baseline,29A70408,True,0,True,False,False,baseline,baseline,29A70408,29A70408,False,cropped,existing_plate_crop,69,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000378_general_012233.jpg,47N25226,baseline,baseline,47H5226,False,2,False,False,False,baseline,baseline,47H5226,47H5226,False,archive_plate_crops_from_coords,existing_plate_crop,90,80,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000379_general_004880.jpg,49D192737,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,61D192133,False,4,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,61D192133,61D192133,True,archive_plate_crops_from_coords,existing_plate_crop,31,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000380_general_013673.jpg,65G100268,baseline,baseline,65G100268,True,0,True,False,False,baseline,baseline,65G100268,65G100268,False,yolo_plate_dataset,crop_source_bounding_box,156,106,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000381_general_012273.jpg,97G17884,baseline,baseline,FX,False,8,False,False,False,full_z0.93_up3_clahe_clip1_tile4,full_z1.00_up2_clahe_rl_deblur_bilateral,552,632,False,archive_plate_crops_from_coords,existing_plate_crop,18,14,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000382_general_011755.jpg,40LD04411,baseline,baseline,50LD04411,False,1,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,50LD04411,50LD04411,False,yolo_plate_dataset,crop_source_bounding_box,50,12,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000383_general_001577.jpg,59V244588,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,59V244588,True,0,False,True,False,full_z1.15_up2_train_baseline,full_z1.15_up3_train_baseline,59V244588,59V244588,True,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000384_general_013396.jpg,30H56386,baseline,baseline,30H56386,True,0,True,False,False,baseline,baseline,30H56386,30H56386,False,cropped,existing_plate_crop,39,26,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000385_general_015448.jpg,29M120347,baseline,baseline,49M120347,False,1,False,False,False,baseline,baseline,49M120347,49M120347,False,archive_plate_crops_from_coords,existing_plate_crop,50,38,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000386_general_006907.jpg,1G37307,baseline,baseline,1G37307,True,0,True,False,False,baseline,baseline,1G37307,1G37307,False,yolo_plate_dataset,crop_source_bounding_box,84,40,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000387_general_009165.jpg,30G22870,baseline,baseline,86B457818,False,8,False,False,False,baseline,baseline,86B457818,86B457818,False,archive_plate_crops_from_coords,existing_plate_crop,79,60,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000388_general_002600.jpg,29H12997,baseline,baseline,29H12997,True,0,True,False,False,baseline,baseline,29H12997,29H12997,False,cropped,existing_plate_crop,121,86,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000389_general_012096.jpg,59X233993,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,551352,False,7,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,551352,551352,True,archive_plate_crops_from_coords,existing_plate_crop,27,17,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000390_general_001380.jpg,1G51332,baseline,baseline,1G51332,True,0,True,False,False,baseline,baseline,1G51332,1G51332,False,yolo_plate_dataset,crop_source_bounding_box,74,22,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000391_general_016387.jpg,30L90289,baseline,baseline,30L90289,True,0,True,False,False,baseline,baseline,30L90289,30L90289,False,cropped,existing_plate_crop,34,20,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000392_general_008260.jpg,9X88737,baseline,baseline,9X38737,False,1,False,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,9X38737,9X378737,False,archive_plate_crops_from_coords,existing_plate_crop,72,93,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000393_general_007496.jpg,59X295479,baseline,baseline,59X235479,False,1,False,False,False,baseline,baseline,59X235479,59X235479,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000394_general_001590.jpg,59K154227,baseline,baseline,59K164227,False,1,False,False,False,baseline,baseline,59K164227,59K164227,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000395_general_015654.jpg,59K167301,baseline,baseline,59K109301,False,2,False,False,False,baseline,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,59K109301,59K16301,False,archive_plate_crops_from_coords,existing_plate_crop,95,82,min_side_64_127
